-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-99,000
-157,084
-191,253
-196,306
-171,473
-120,535
-51,246
25,844
99,000
157,084
191,253
196,306
171,473
120,535
51,246
-25,844
-99,000
-157,084
-191,253
-196,306
-171,473
-120,535
-51,246
25,844
99,000
157,084
191,253
196,306
171,473
120,535
51,246
-25,844
-99,000
-157,084
-191,253
-196,306
-171,473
-120,535
-51,246
25,844
99,000
157,084
191,253
196,306
171,473
120,535
51,246
-25,844
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-72,000
-114,243
-139,093
-142,768
-124,708
-87,662
-37,270
18,796
72,000
114,243
139,093
142,768
124,708
87,662
37,270
-18,796
-72,000
-114,243
-139,093
-142,768
-124,708
-87,662
-37,270
18,796
72,000
114,243
139,093
142,768
124,708
87,662
37,270
-18,796
-72,000
-114,243
-139,093
-142,768
-124,708
-87,662
-37,270
18,796
72,000
114,243
139,093
142,768
124,708
87,662
37,270
-18,796
-72,000
-114,243
-139,093
-142,768
-124,708
-87,662
-37,270
18,796
72,000
114,243
139,093
142,768
124,708
87,662
37,270
-18,796
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-90,000
-142,804
-173,867
-178,460
-155,885
-109,577
-46,587
23,495
90,000
142,804
173,867
178,460
155,885
109,577
46,587
-23,495
-81,000
-128,523
-156,480
-160,614
-140,296
-98,619
-41,929
21,145
81,000
128,523
156,480
160,614
140,296
98,619
41,929
-21,145
-81,000
-128,523
-156,480
-160,614
-140,296
-98,619
-41,929
21,145
81,000
128,523
156,480
160,614
140,296
98,619
41,929
-21,145
